peak,symbol
5q33.2,SAP30L
5q33.2,HAND1
5q33.2,MIR3141
5q33.2,MIR1303
5q33.2,LARP1
5q33.2,FAXDC2
5q33.2,MIR378H
5q33.2,CNOT8
5q33.2,GEMIN5
5q33.2,MRPL22
5q33.2,KIF4B
5q33.3,SGCD
5q33.3,PPP1R2P3
5q33.3,TIMD4
5q33.3,HAVCR1
5q33.3,HAVCR2
5q33.3,MED7
5q33.3,FAM71B
5q33.3,ITK
5q33.3,CYFIP2
5q33.3,FNDC9
5q33.3,LOC102724404
5q33.3,NIPAL4
5q33.3,ADAM19
5q33.3,SOX30
5q33.3,C5orf52
5q33.3,THG1L
5q33.3,LSM11
5q33.3,CLINT1
5q33.3,LOC101927697
5q33.3,EBF1
5q33.3,LOC101927740
5q33.3,RNF145
5q33.3,LOC105377682
5q33.3,UBLCP1
5q33.3,IL12B
5q33.3,LOC285626
5q33.3,LOC285627
5q33.3,LOC101927766
5q33.3,ADRA1B
5q33.3,TTC1
5q33.3,PWWP2A
5q33.3,FABP6
5q33.3,CCNJL
5q33.3,C1QTNF2
5q33.3,ZBED8
5q33.3,SLU7
5q33.3,PTTG1
5q33.3,MIR3142HG
5q33.3,MIR3142
5q33.3,MIR146A
5q34,ATP10B
5q34,LOC285629
5q34,GABRB2
5q34,GABRA6
5q34,GABRA1
5q34,LINC01202
5q34,GABRG2
5q34,CCNG1
5q34,NUDCD2
5q34,HMMR
5q34,HMMR-AS1
5q34,MAT2B
5q34,CTB-7E3.1
5q34,LOC101927835
5q34,LOC101927908
5q34,LOC102546299
5q34,TENM2
5q34,CTB-178M22.2
5q34,WWC1
5q34,RARS
5q34,FBLL1
5q34,PANK3
5q34,MIR103A1
5q34,MIR103B1
5q34,SLIT3
5q34,LOC101927969
5q34,MIR218-2
5q35.1,LOC728095
5q35.1,MIR585
5q35.1,SPDL1
5q35.1,DOCK2
5q35.1,FAM196B
5q35.1,MIR378E
5q35.1,FOXI1
5q35.1,LINC01187
5q35.1,C5orf58
5q35.1,LCP2
5q35.1,LINC01366
5q35.1,KCNIP1
5q35.1,KCNMB1
5q35.1,CTD-2270F17.1
5q35.1,LOC105377716
5q35.1,GABRP
5q35.1,RANBP17
5q35.1,TLX3
5q35.1,MIR3912
5q35.1,NPM1
5q35.1,FGF18
5q35.1,SMIM23
5q35.1,FBXW11
5q35.1,STK10
5q35.1,EFCAB9
5q35.1,UBTD2
5q35.1,LOC100288254
5q35.1,SH3PXD2B
5q35.1,NEURL1B
5q35.1,MIR5003
5q35.1,LOC101928093
5q35.1,DUSP1
5q35.1,ERGIC1
5q35.1,LOC100268168
5q35.1,RPL26L1
5q35.1,ATP6V0E1
5q35.1,SNORA74B
5q35.1,CREBRF
5q35.1,BNIP1
5q35.1,NKX2-5
5q35.2,STC2
5q35.2,MIR8056
5q35.2,LOC285593
5q35.2,BOD1
5q35.2,LINC01484
5q35.2,LINC01485
5q35.2,CPEB4
5q35.2,C5orf47
5q35.2,HMP19
5q35.2,LINC01411
5q35.2,MSX2
5q35.2,MIR4634
5q35.2,DRD1
5q35.2,FLJ16171
5q35.2,SFXN1
5q35.2,HRH2
5q35.2,CPLX2
5q35.2,THOC3
5q35.2,FAM153B
5q35.2,LOC100996385
5q35.2,LOC100507387
5q35.2,LOC643201
5q35.2,SIMC1
5q35.2,KIAA1191
5q35.2,ARL10
5q35.2,MIR1271
5q35.2,HIGD2A
5q35.2,NOP16
5q35.2,CLTB
5q35.2,FAF2
5q35.2,RNF44
5q35.2,CDHR2
5q35.2,GPRIN1
5q35.2,SNCB
5q35.2,MIR4281
5q35.2,EIF4E1B
5q35.2,TSPAN17
5q35.2,LINC01574
5q35.2,UNC5A
5q35.2,HK3
5q35.2,UIMC1
5q35.2,ZNF346
5q35.2,FGFR4
5q35.3,NSD1
5q35.3,RAB24
5q35.3,MXD3
5q35.3,PRELID1
5q35.3,LMAN2
5q35.3,RGS14
5q35.3,SLC34A1
5q35.3,F12
5q35.3,PFN3
5q35.3,GRK6
5q35.3,PRR7-AS1
5q35.3,PRR7
5q35.3,DBN1
5q35.3,PDLIM7
5q35.3,DOK3
5q35.3,DDX41
5q35.3,FAM193B
5q35.3,B4GALT7
5q35.3,TMED9
5q35.3,LOC202181
5q35.3,FAM153A
5q35.3,LOC728554
5q35.3,PROP1
5q35.3,FAM153C
5q35.3,N4BP3
5q35.3,RMND5B
5q35.3,NHP2
5q35.3,GMCL1P1
5q35.3,HNRNPAB
5q35.3,PHYKPL
5q35.3,COL23A1
5q35.3,CLK4
5q35.3,ZNF354A
5q35.3,AACSP1
5q35.3,ZNF354B
5q35.3,ZFP2
5q35.3,ZNF454
5q35.3,GRM6
5q35.3,ZNF879
5q35.3,ZNF354C
5q35.3,ADAMTS2
5q35.3,RUFY1
5q35.3,LOC101928445
5q35.3,HNRNPH1
5q35.3,C5orf60
5q35.3,LOC105377763
5q35.3,CBY3
5q35.3,CANX
5q35.3,MAML1
5q35.3,LTC4S
5q35.3,MGAT4B
5q35.3,MIR1229
5q35.3,SQSTM1
5q35.3,C5orf45
5q35.3,LOC100996419
5q35.3,TBC1D9B
5q35.3,RNF130
5q35.3,MIR340
5q35.3,RASGEF1C
5q35.3,MAPK9
5q35.3,GFPT2
5q35.3,CNOT6
5q35.3,SCGB3A1
5q35.3,FLT4
5q35.3,OR2Y1
5q35.3,MGAT1
5q35.3,HEIH
5q35.3,LINC00847
5q35.3,ZFP62
5q35.3,BTNL8
5q35.3,BTNL3
5q35.3,BTNL9
5q35.3,MIR8089
5q35.3,OR2V1
5q35.3,OR2V2
5q35.3,LOC102577426
5q35.3,TRIM7
5q35.3,MIR4638
5q35.3,TRIM41
5q35.3,RACK1
5q35.3,CTC-338M12.4
5q35.3,SNORD95
5q35.3,SNORD96A
5q35.3,TRIM52
5q35.3,LOC100132062|chr5
5q35.3,OR4F16|chr5
5q35.3,OR4F29|chr5
5q35.3,TRIM52-AS1
6p25.3,LINC00266-3
6p25.3,LOC285766
6p25.3,DUSP22
6p25.3,IRF4
6p25.3,EXOC2
6p25.3,HUS1B
6p25.3,LOC101927691
6p25.3,LINC01622
6p25.3,FOXQ1
6p25.3,FOXF2
6p25.3,MIR6720
6p25.3,FOXC1
6p25.3,FOXCUT
6p25.3,GMDS
6p25.3,GMDS-AS1
6p25.2,LINC01600
6p25.2,MYLK4
6p25.2,WRNIP1
6p25.2,SERPINB1
6p25.2,MIR4645
6p25.2,SERPINB9P1
6p25.2,LOC101927730
6p25.2,SERPINB9
6p25.2,SERPINB6
6p25.2,LINC01011
6p25.2,NQO2
6p25.2,HTATSF1P2
6p25.2,LOC101927759
6p25.2,RIPK1
6p25.2,BPHL
6p25.2,TUBB2A
6p25.2,LOC100507194
6p25.2,TUBB2B
6p25.2,PSMG4
6p25.2,SLC22A23
6p25.2,PXDC1
6p25.2,FAM50B
6p25.2,PRPF4B
6p25.2,FAM217A
6p25.2,C6orf201
6p25.2,ECI2
6p25.1,CDYL
6p25.1,KU-MEL-3
6p25.2,LOC100507506
6p25.2,LOC102724096
6p25.1,MIR7641-2|chr6
6p25.1,RPP40
6p25.1,LYRM4-AS1
6p25.1,LYRM4
6p25.1,PPP1R3G
6p25.1,MIR3691
6p25.1,FARS2
6p25.1,LOC101927972
6p25.1,LOC101927950
6p25.1,NRN1
6p25.1,F13A1
6p25.1,MIR5683
6p25.1,MIR7853
6p25.1,LY86-AS1
6p25.1,LY86
6p24.3,RREB1
6p24.3,SSR1
6p24.3,CAGE1
6p24.3,RIOK1
6p24.3,DSP
6p24.3,SNRNP48
6p24.3,BMP6
6p24.3,BLOC1S5-TXNDC5
6p24.3,TXNDC5
6p24.3,PIP5K1P1
6p24.3,BLOC1S5
6p24.3,EEF1E1-BLOC1S5
6p24.3,EEF1E1
6p24.3,SCARNA27
6p24.3,SLC35B3
6p24.3,LOC100506207
6p24.3,HULC
6p24.3,TFAP2A
6p24.3,TFAP2A-AS1
6p24.3,LINC00518
6p24.3,MIR5689HG
6p24.3,MIR5689
6p24.3,GCNT2
6p24.2,C6orf52
6p24.2,PAK1IP1
6p24.2,TMEM14C
6p24.2,TMEM14B
6p24.2,MAK
6p24.2,GCM2
6p24.2,SYCP2L
6p24.2,LOC101928191
6p24.2,ELOVL2
6p24.2,ELOVL2-AS1
6p24.2,SMIM13
6p24.2,ERVFRD-1
6p24.2,NEDD9
6p24.2,TMEM170B
6p24.1,ADTRP
6p24.1,LOC101928253
6p24.1,HIVEP1
6p24.1,EDN1
6p24.1,PHACTR1
6p24.1,TBC1D7-LOC100130357
6p24.1,LOC100130357
6p24.1,TBC1D7
6p24.1,GFOD1
6p23,SIRT5
6p23,NOL7
6p23,RANBP9
6p23,MCUR1
6p23,RNF182
6p23,CD83
6p23,LINC01108
6p22.3,JARID2
6p22.3,JARID2-AS1
6p22.3,DTNBP1
6p22.3,MYLIP
6p22.3,MIR4639
6p22.3,GMPR
6p22.3,ATXN1
6p22.3,LOC101928433
6p22.3,STMND1
6p22.3,RBM24
6p22.3,CAP2
6p22.3,LOC101928491
6p22.3,FAM8A1
6p22.3,NUP153
6p22.3,LOC105374952
6p22.3,KIF13A
6p22.3,NHLRC1
6p22.3,TPMT
6p22.3,KDM1B
6p22.3,DEK
6p22.3,RNF144B
6p22.3,MIR548A1
6p22.3,LOC101928519
6p22.3,LOC105374960
6p22.3,LOC100506885
6p22.3,ID4
6p22.3,MBOAT1
6p22.3,E2F3
6p22.3,CDKAL1
6p22.3,LINC00581
6p22.3,SOX4
6p22.3,CASC15
6p22.3,NBAT1
6p22.3,PRL
6p22.3,HDGFL1
6p22.3,LOC105374972
6p22.3,NRSN1
6p22.3,DCDC2
6p22.3,KAAG1
6p22.3,MRS2
6p22.3,GPLD1
6p22.3,ALDH5A1
6p22.3,KIAA0319
6p22.3,TDP2
6p22.3,ACOT13
6p22.3,C6orf62
6p22.3,GMNN
6p22.3,C6orf229
6p22.3,FAM65B
6p22.3,CMAHP
6p22.2,LOC101928663
6p22.2,CARMIL1
6p22.2,SCGN
6p22.2,HIST1H2AA
6p22.2,HIST1H2BA
6p22.2,HIST1H2APS1
6p22.2,SLC17A4
6p22.2,SLC17A1
6p22.2,SLC17A3
6p22.2,SLC17A2
6p22.2,TRIM38
6p22.2,HIST1H1A
6p22.2,HIST1H3A
6p22.2,HIST1H4A
6p22.2,HIST1H2AB
6p22.2,HIST1H3B
6p22.2,HIST1H4B
6p22.2,HIST1H2BB
6p22.2,HIST1H3C
6p22.2,HIST1H1C
6p22.2,HFE
6p22.2,HIST1H4C
6p22.2,HIST1H1T
6p22.2,HIST1H2BC
6p22.2,HIST1H2AC
6p22.2,HIST1H1E
6p22.2,HIST1H2BD
6p22.2,HIST1H2BE
6p22.2,HIST1H4D
6p22.2,HIST1H2AD
6p22.2,HIST1H2BF
6p22.2,HIST1H3D
6p22.2,HIST1H4E
6p22.2,HIST1H2AE
6p22.2,HIST1H2BG
6p22.2,HIST1H3E
6p22.2,HIST1H1D
6p22.2,HIST1H4F
6p22.2,HIST1H4G
6p22.2,HIST1H2BH
6p22.2,HIST1H3F
6p22.2,HIST1H2BI
6p22.2,HIST1H3G
6p22.2,HIST1H4H
6p22.2,BTN3A2
6p22.2,BTN2A2
6p22.2,BTN3A1
6p22.2,BTN2A3P
6p22.2,BTN3A3
6p22.2,BTN2A1
6p22.2,LOC285819
6p22.2,BTN1A1
6p22.2,HCG11
6p22.2,HMGN4
6p22.2,LOC105374988
6p22.2,ABT1
6p22.2,GUSBP2
6p22.2,ZNF322
6p22.2,LINC00240
6p22.2,LOC100270746
6p22.1,HIST1H2AG
6p22.1,HIST1H2BJ
6p22.1,HIST1H2BK
6p22.1,HIST1H4I
6p22.1,HIST1H2AH
6p22.1,MIR3143
6p22.1,PRSS16
6p22.1,POM121L2
6p22.1,VN1R10P
6p22.1,ZNF204P
6p22.1,ZNF391
6p22.1,ZNF184
6p22.1,LINC01012
6p22.1,LOC100131289
6p22.1,HIST1H2AI
6p22.1,HIST1H2AJ
6p22.1,HIST1H2BL
6p22.1,HIST1H2BM
6p22.1,HIST1H3H
6p22.1,HIST1H4J
6p22.1,HIST1H4K
6p22.1,HIST1H2AK
6p22.1,HIST1H2BN
6p22.1,HIST1H1B
6p22.1,HIST1H2AL
6p22.1,HIST1H3I
6p22.1,HIST1H4L
6p22.1,HIST1H2AM
6p22.1,HIST1H2BO
6p22.1,HIST1H3J
6p22.1,OR2B2
6p22.1,OR2B6
6p22.1,ZNF165
6p22.1,ZSCAN12P1
6p22.1,ZSCAN16-AS1
6p22.1,ZSCAN16
6p22.1,ZKSCAN8
6p22.1,ZNF192P1
6p22.1,TOB2P1
6p22.1,ZSCAN9
6p22.1,ZKSCAN4
6p22.1,NKAPL
6p22.1,ZSCAN26
6p22.1,PGBD1
6p22.1,ZSCAN31
6p22.1,ZKSCAN3
6p22.1,ZSCAN12
6p22.1,ZSCAN23
6p22.1,GPX6
6p22.1,GPX5
6p22.1,ZBED9
6p22.1,LINC00533
6p22.1,LINC01623
6p22.1,HCG14
6p22.1,TRIM27
6p22.1,LINC01556
6p22.1,HCG16
6p22.1,ZNF311
6p22.1,LOC100129636
6p22.1,OR2W1
6p22.1,OR2B3
6p22.1,OR2J3
6p22.1,OR2J2
6p22.1,LOC101929006
6p22.1,OR14J1
6p22.1,OR5V1
6p22.1,OR12D3
6p22.1,OR12D2
6p22.1,OR11A1
6p22.1,OR10C1
6p22.1,OR2H1
6p22.1,MAS1L
6p22.1,LINC01015
6p22.1,UBD
6p22.1,OR2H2
6p22.1,SNORD32B
6p22.1,GABBR1
6p22.1,MOG
6p22.1,ZFP57
6p22.1,HLA-F
6p22.1,HLA-F-AS1
6p22.1,IFITM4P
6p22.1,HCG4
6p22.1,LOC554223
6p22.1,HLA-G
6p22.1,HLA-H
6p22.1,HCG4B
6p22.1,HLA-A
6p22.1,HCG9
6p22.1,ZNRD1ASP
6p22.1,HLA-J
6p22.1,HCG8
6p22.1,ZNRD1
6p22.1,PPP1R11
6p22.1,RNF39
6p22.1,TRIM31
6p22.1,TRIM31-AS1
6p22.1,TRIM40
6p22.1,TRIM10
6p22.1,TRIM15
6p22.1,TRIM26
6p22.1,HCG17
6p22.1,HLA-L
6p22.1,HCG18
6p22.1,TRIM39-RPP21
6p22.1,TRIM39
6p22.1,RPP21
6p22.1,HLA-E
6p21.33,GNL1
6p21.33,PRR3
6p21.33,ABCF1
6p21.33,MIR877
6p21.33,PPP1R10
6p21.33,ATAT1
6p21.33,MRPS18B
6p21.33,C6orf136
6p21.33,DHX16
6p21.33,PPP1R18
6p21.33,NRM
6p21.33,MDC1-AS1
6p21.33,MDC1
6p21.33,TUBB
6p21.33,FLOT1
6p21.33,IER3
6p21.33,HCG20
6p21.33,LINC00243
6p21.33,LOC105375014
6p21.33,DDR1
6p21.33,MIR4640
6p21.33,GTF2H4
6p21.33,VARS2
6p21.33,DPCR1
6p21.33,SFTA2
6p21.33,HCG21
6p21.33,MUC21
6p21.33,MUC22
6p21.33,HCG22
6p21.33,C6orf15
6p21.33,CDSN
6p21.33,PSORS1C1
6p21.33,PSORS1C2
6p21.33,CCHCR1
6p21.33,TCF19
6p21.33,POU5F1
6p21.33,PSORS1C3
6p21.33,HCG27
6p21.33,HLA-C
6p21.33,HLA-B
6p21.33,MIR6891
6p21.33,MICA
6p21.33,HCP5
6p21.33,HCG26
6p21.33,MICB
6p21.33,ATP6V1G2-DDX39B
6p21.33,DDX39B
6p21.33,MCCD1
6p21.33,DDX39B-AS1
6p21.33,SNORD117
6p21.33,SNORD84
6p21.33,ATP6V1G2
6p21.33,NFKBIL1
6p21.33,LTA
6p21.33,LTB
6p21.33,TNF
6p21.33,LST1
6p21.33,NCR3
6p21.33,AIF1
6p21.33,PRRC2A
6p21.33,SNORA38
6p21.33,BAG6
6p21.33,MIR6832
6p21.33,APOM
6p21.33,C6orf47
6p21.33,CSNK2B
6p21.33,GPANK1
6p21.33,LY6G5B
6p21.33,LY6G5C
6p21.33,ABHD16A
6p21.33,LY6G6F
6p21.33,MIR4646
6p21.33,LY6G6C
6p21.33,LY6G6D
6p21.33,LY6G6E
6p21.33,C6orf25
6p21.33,DDAH2
6p21.33,CLIC1
6p21.33,MSH5-SAPCD1
6p21.33,MSH5
6p21.33,SAPCD1-AS1
6p21.33,SAPCD1
6p21.33,VWA7
6p21.33,VARS
6p21.33,LSM2
6p21.33,HSPA1A
6p21.33,HSPA1L
6p21.33,C6orf48
6p21.33,HSPA1B
6p21.33,SNORD48
6p21.33,SNORD52
6p21.33,NEU1
6p21.33,SLC44A4
6p21.33,EHMT2
6p21.33,C2
6p21.33,ZBTB12
6p21.33,C2-AS1
6p21.33,CFB
6p21.33,NELFE
6p21.33,MIR1236
6p21.33,SKIV2L
6p21.33,DXO
6p21.33,STK19
6p21.33,C4A
6p21.33,C4B
6p21.33,CYP21A1P
6p21.33,TNXA
6p21.33,TNXB
6p21.33,CYP21A2
6p21.32,ATF6B
6p21.32,FKBPL
6p21.32,LOC100507547
6p21.32,PPT2
6p21.32,PRRT1
6p21.32,PPT2-EGFL8
6p21.32,AGPAT1
6p21.32,EGFL8
6p21.32,MIR6721
6p21.32,MIR6833
6p21.32,RNF5
6p21.32,AGER
6p21.32,PBX2
6p21.32,GPSM3
6p21.32,NOTCH4
6p21.32,LOC101929163
6p21.32,C6orf10
6p21.32,BTNL2
6p21.32,HCG23
6p21.32,HLA-DRA
6p21.32,HLA-DRB5
6p21.32,HLA-DRB6
6p21.32,HLA-DRB1
6p21.32,HLA-DQA1
6p21.32,HLA-DQB1
6p21.32,HLA-DQB1-AS1
6p21.32,HLA-DQA2
6p21.32,MIR3135B
6p21.32,HLA-DQB2
6p21.32,HLA-DOB
6p21.32,TAP2
6p21.32,PSMB8
6p21.32,PSMB8-AS1
6p21.32,TAP1
6p21.32,PSMB9
6p21.32,LOC100294145
6p21.32,HLA-DMB
6p21.32,HLA-DMA
6p21.32,BRD2
6p21.32,HLA-DOA
6p21.32,HLA-DPA1
6p21.32,HLA-DPB1
6p21.32,HLA-DPB2
6p21.32,HCG24
6p21.32,COL11A2
6p21.32,RXRB
6p21.32,HSD17B8
6p21.32,SLC39A7
6p21.32,MIR219A1
6p21.32,RING1
6p21.32,HCG25
6p21.32,VPS52
6p21.32,RPS18
6p21.32,B3GALT4
6p21.32,WDR46
6p21.32,MIR6834
6p21.32,MIR6873
6p21.32,PFDN6
6p21.32,RGL2
6p21.32,TAPBP
6p21.32,DAXX
6p21.32,ZBTB22
6p21.32,KIFC1
6p21.32,CUTA
6p21.32,PHF1
6p21.32,SYNGAP1
6p21.32,MIR5004
6p21.32,ZBTB9
6p21.31,BAK1
6p21.31,GGNBP1
6p21.31,LINC00336
6p21.31,ITPR3
6p21.31,LOC101929188
6p21.31,UQCC2
6p21.31,MIR3934
6p21.31,IP6K3
6p21.31,LEMD2
6p21.31,MLN
6p21.31,LINC01016
6p21.31,MIR7159
6p21.31,MIR1275
6p21.31,GRM4
6p21.31,HMGA1
6p21.31,C6orf1
6p21.31,MIR6835
6p21.31,NUDT3
6p21.31,RPS10-NUDT3
6p21.31,RPS10
6p21.31,PACSIN1
6p21.31,SPDEF
6p21.31,C6orf106
6p21.31,LOC101929243
6p21.31,SNRPC
6p21.31,UHRF1BP1
6p21.31,TAF11
6p21.31,ANKS1A
6p21.31,TCP11
6p21.31,SCUBE3
6p21.31,ZNF76
6p21.31,DEF6
6p21.31,PPARD
6p21.31,FANCE
6p21.31,RPL10A
6p21.31,MIR7111
6p21.31,TEAD3
6p21.31,TULP1
6p21.31,FKBP5
6p21.31,MIR5690
6p21.31,LOC285847
6p21.31,ARMC12
6p21.31,CLPSL2
6p21.31,CLPSL1
6p21.31,CLPS
6p21.31,LHFPL5
6p21.31,SRPK1
6p21.31,SLC26A8
6p21.31,MAPK14
6p21.31,MAPK13
6p21.31,BRPF3
6p21.31,PNPLA1
6p21.31,C6orf222
6p21.31,ETV7
6p21.31,PXT1
6p21.31,KCTD20
6p21.31,STK38
6p21.31,SRSF3
6p21.2,MIR3925
6p21.2,PANDAR
6p21.2,CDKN1A
6p21.2,RAB44
6p21.2,CPNE5
6p21.2,PPIL1
6p21.2,C6orf89
6p21.2,PI16
6p21.2,MTCH1
6p21.2,FGD2
6p21.2,PIM1
6p21.2,TMEM217
6p21.2,TBC1D22B
6p21.2,RNF8
6p21.2,CMTR1
6p21.2,CCDC167
6p21.2,LOC100505530
6p21.2,MIR4462
6p21.2,MDGA1
6p21.2,ZFAND3
6p21.2,BTBD9
6p21.2,GLO1
6p21.2,DNAH8
6p21.2,LOC100131047
6p21.2,GLP1R
6p21.2,SAYSD1
6p21.2,KCNK5
6p21.2,KCNK17
6p21.2,KCNK16
6p21.2,KIF6
6p21.2,DAAM2
6p21.2,LOC100505635
6p21.2,MOCS1
6p21.2,LINC00951
6p21.2,TDRG1
6p21.2,LRFN2
6p21.1,LOC101929555
6p21.1,UNC5CL
6p21.1,TSPO2
6p21.1,APOBEC2
6p21.1,OARD1
6p21.1,NFYA
6p21.1,ADCY10P1
6p21.1,TREML1
6p21.1,TREM2
6p21.1,TREML2
6p21.1,TREML3P
6p21.1,TREML4
6p21.1,TREML5P
6p21.1,TREM1
6p21.1,NCR2
6p21.1,LINC01276
6p21.1,FOXP4-AS1
6p21.1,FOXP4
6p21.1,MIR4641
6p21.1,MDFI
6p21.1,TFEB
6p21.1,PGC
6p21.1,FRS3
6p21.1,PRICKLE4
6p21.1,TOMM6
6p21.1,USP49
6p21.1,MED20
6p21.1,BYSL
6p21.1,CCND3
6p21.1,TAF8
6p21.1,C6orf132
6p21.1,GUCA1A
6p21.1,GUCA1B
6p21.1,MRPS10
6p21.1,TRERF1
6p21.1,UBR2
6p21.1,PRPH2
6p21.1,ATP6V0CP3
6p21.1,GLTSCR1L
6p21.1,TBCC
6p21.1,LOC401261
6p21.1,RPL7L1
6p21.1,C6orf226
6p21.1,PTCRA
6p21.1,CNPY3-GNMT
6p21.1,CNPY3
6p21.1,GNMT
6p21.1,PEX6
6p21.1,PPP2R5D
6p21.1,KLHDC3
6p21.1,MEA1
6p21.1,RRP36
6p21.1,CUL7
6p21.1,MRPL2
6p21.1,KLC4
6p21.1,PTK7
6p21.1,SRF
6p21.1,CUL9
6p21.1,DNPH1
6p21.1,TTBK1
6p21.1,SLC22A7
6p21.1,CRIP3
6p21.1,ZNF318
6p21.1,ABCC10
6p21.1,MIR6780B
6p21.1,DLK2
6p21.1,TJAP1
6p21.1,LRRC73
6p21.1,YIPF3
6p21.1,POLR1C
6p21.1,XPO5
6p21.1,POLH
6p21.1,GTPBP2
6p21.1,MAD2L1BP
6p21.1,RSPH9
6p21.1,MRPS18A
6p21.1,VEGFA
6p21.1,LINC01512
6p21.1,C6orf223
6p21.1,LOC101929705
6p21.1,MRPL14
6p21.1,TMEM63B
6p21.1,CAPN11
6p21.1,LOC101929726
6p21.1,SLC29A1
6p21.1,HSP90AB1
6p21.1,MIR4647
6p21.1,SLC35B2
6p21.1,NFKBIE
6p21.1,TMEM151B
6p21.1,TCTE1
6p21.1,AARS2
6p21.1,SPATS1
6p21.1,CDC5L
6p21.1,MIR4642
6p21.1,LOC105375075
6p21.1,SUPT3H
6p21.1,MIR586
6p21.1,RUNX2
6p21.1,CLIC5
6p21.1,ENPP4
6p21.1,ENPP5
6p12.3,RCAN2
6p12.3,LOC101926915
6p12.3,LOC101926898
6p12.3,CYP39A1
6p12.3,SLC25A27
6p12.3,LOC101926934
6p12.3,TDRD6
6p12.3,PLA2G7
6p12.3,ANKRD66
6p12.3,MEP1A
6p12.3,ADGRF5
6p12.3,LOC101926962
6p12.3,ADGRF1
6p12.3,TNFRSF21
6p12.3,CD2AP
6p12.3,ADGRF2
6p12.3,ADGRF4
6p12.3,OPN5
6p12.3,PTCHD4
6p12.3,MUT
6p12.3,CENPQ
6p12.3,GLYATL3
6p12.3,C6orf141
6p12.3,RHAG
6p12.3,CRISP2
6p12.3,CRISP3
6p12.3,PGK2
6p12.3,LOC101927020
6p12.3,LOC101927048
6p12.3,CRISP1
6p12.3,DEFB133
6p12.3,DEFB114
6p12.3,DEFB113
6p12.3,DEFB110
6p12.3,DEFB112
6p12.3,TFAP2D
6p12.3,TFAP2B
6p12.3,PKHD1
6p12.3,LOC101927082
6p12.2,MIR206
6p12.2,LINCMD1
6p12.2,MIR133B
6p12.2,IL17A
6p12.2,IL17F
6p12.2,MCM3
6p12.2,PAQR8
6p12.2,EFHC1
6p12.2,TRAM2
6p12.2,TRAM2-AS1
6p12.2,LOC730101
6p12.2,TMEM14A
6p12.2,GSTA7P
6p12.2,GSTA2
6p12.2,GSTA1
6p12.2,GSTA5
6p12.2,GSTA3
6p12.2,GSTA4
6p12.1,ICK
6p12.2,RN7SK
6p12.1,FBXO9
6p12.1,GCM1
6p12.1,ELOVL5
6p12.1,MIR5685
6p12.1,RPS16P5
6p12.1,GCLC
6p12.1,LOC101927136
6p12.1,LINC01564
6p12.1,KLHL31
6p12.1,LRRC1
6p12.1,LOC101927189
6p12.1,MLIP-IT1
6p12.1,MLIP
6p12.1,TINAG
6p12.1,FAM83B
6p12.1,HCRTR2
6p12.1,GFRAL
6p12.1,HMGCLL1
6p12.1,BMP5
6p12.1,COL21A1
6p12.1,DST
6p12.1,LOC101930010
6p12.1,BEND6
6p12.1,KIAA1586
6p12.1,ZNF451
6p12.1,LOC101927211
6p12.1,BAG2
6p12.1,RAB23
6p11.2,LOC100506188
6p11.2,PRIM2
6p11.2,MIR548U
6p11.2,GUSBP4
6p11.2,LINC00680-GUSBP4
6p11.2,LINC00680
6q11.1,KHDRBS2
6q11.1,MTRNR2L9
6q12,LGSN
6q12,PTP4A1
6q12,PHF3
6q12,EYS
6q12,LOC441155
6q12,SLC25A51P1
6q12,LOC102723883
6q12,LOC101928280
6q12,LOC101928307
6q12,ADGRB3
6q13,LMBRD1
6q13,COL19A1
6q13,COL9A1
6q13,EVADR
6q13,FAM135A
6q13,SDHAF4
6q13,SMAP1
6q13,B3GAT2
6q13,OGFRL1
6q13,MIR30C2
6q13,MIR30A
6q13,LINC00472
6q13,LINC01626
6q13,RIMS1
6q13,KCNQ5
6q13,KCNQ5-IT1
6q13,MIR4282
6q13,KCNQ5-AS1
6q13,KHDC1L
6q13,KHDC1
6q13,DPPA5
6q13,KHDC3L
6q13,OOEP
6q13,DDX43
6q13,MB21D1
6q13,MTO1
6q13,EEF1A1
6q13,SNORD141A|chr6
6q13,SLC17A5
6q13,CD109
6q13,LOC101928489
6q13,COL12A1
6q13,LOC101928516
6q14.1,COX7A2
6q14.1,TMEM30A
6q14.1,LOC100506804
6q14.1,FILIP1
6q14.1,LOC101928540
6q14.1,MIR4463
6q14.1,SENP6
6q14.1,MYO6
6q14.1,IMPG1
6q14.1,HTR1B
6q14.1,MEI4
6q14.1,IRAK1BP1
6q14.1,PHIP
6q14.1,HMGN3
6q14.1,HMGN3-AS1
6q14.1,LCAL1
6q14.1,LCA5
6q14.1,SH3BGRL2
6q14.1,LINC01621
6q14.1,ELOVL4
6q14.1,TTK
6q14.1,BCKDHB
6q14.1,FAM46A
6q14.1,LINC01526
6q14.1,IBTK
6q14.1,TPBG
6q14.1,UBE3D
6q14.1,DOPEY1
6q14.1,PGM3
6q14.1,RWDD2A
6q14.2,ME1
6q14.2,PRSS35
6q14.2,SNAP91
6q14.2,LOC105377879
6q14.2,RIPPLY2
6q14.2,CYB5R4
6q14.2,MRAP2
6q14.2,CEP162
6q14.3,LINC01611
6q14.3,TBX18-AS1
6q14.3,TBX18
6q14.3,LOC101928820
6q14.3,NT5E
6q14.3,SNX14
6q14.3,SYNCRIP
6q14.3,SNHG5
6q14.3,SNORD50A
6q14.3,SNORD50B
